% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1766 +1.081576301e+05 +1.081576301e+05 +1.083509001e+05 +1.083509001e+05 -1.3794e+00 +4.7099e+00 -2.7041e-01 +2.7065e+00 +3.8945e-01 +8.4634e-01 -1.3659e+00 -5.0000e+00 +1.2891e+00 -4.1734e+00 +1.7467e+00 -1.3787e+00 -8.2680e-01 +3.6158e+00 -4.2722e+00 -1.4063e+00 +3.4219e+00 +1.5992e-01 -8.3579e-01 +6.5689e-01
2261 +7.573087779e+04 +7.573087779e+04 +7.592414779e+04 +7.592414779e+04 +7.6493e-01 +4.6983e+00 +4.0479e+00 +2.4425e+00 +1.2981e+00 +2.5565e+00 -2.6436e+00 -5.0000e+00 +1.2485e+00 -4.2258e+00 +1.8087e+00 -1.3839e+00 -5.9530e-01 +3.2294e+00 -3.7072e+00 -3.7626e-01 +3.6288e+00 +3.7518e-02 -9.4454e-01 +5.4888e-01
2343 +3.892585984e+04 +3.892585984e+04 +3.911912984e+04 +3.911912984e+04 -4.9967e+00 +4.7051e+00 -4.5031e-01 +2.9701e+00 +2.0944e-01 +1.3600e+00 -3.8279e+00 -5.0000e+00 +3.4509e-01 -3.5459e+00 -2.9764e-01 -1.4367e+00 -7.1150e-01 +3.0440e+00 -4.2723e+00 -8.5233e-01 +3.5644e+00 +2.6659e-01 -1.1009e+00 +6.7497e-01
3217 +2.228401518e+04 +2.228401518e+04 +2.247728518e+04 +2.247728518e+04 -5.0000e+00 +4.6090e+00 -2.0833e+00 +3.1929e+00 -5.4628e-02 +1.8569e+00 -5.0000e+00 -4.9999e+00 +4.5315e-01 -2.5625e+00 -1.0126e+00 -1.2435e+00 -1.3597e+00 +2.8894e+00 -4.0412e+00 -8.7570e-01 +3.8354e+00 +1.4917e-01 -1.0755e+00 +6.4615e-01
3281 +1.441613862e+04 +1.441613862e+04 +1.460940862e+04 +1.460940862e+04 -5.0000e+00 +4.5289e+00 -8.8132e-01 +3.1107e+00 +3.1507e-01 +1.3173e+00 -4.4645e+00 -4.9999e+00 -8.9818e-01 -3.1521e+00 -1.0822e+00 -1.4345e+00 -1.1454e+00 +2.9789e+00 -3.9571e+00 -3.8468e-01 +3.8054e+00 +1.8756e-01 -9.7506e-01 +6.6567e-01
3671 +9.961896921e+03 +9.961896921e+03 +1.015516692e+04 +1.015516692e+04 -5.0000e+00 +4.5263e+00 -9.9960e-01 +3.1995e+00 +3.1395e-01 +1.5531e+00 -3.9419e+00 -4.9999e+00 -1.2162e+00 -3.0021e+00 -9.9574e-01 -2.0708e+00 -1.6956e+00 +2.9130e+00 -4.0088e+00 -4.2142e-01 +3.8575e+00 +2.5590e-01 -9.7625e-01 +6.7926e-01
4401 +6.157897882e+03 +6.157897882e+03 +6.351167882e+03 +6.351167882e+03 -4.1114e+00 +4.4678e+00 -1.0108e+00 +2.6266e+00 +5.1607e-02 +1.9341e+00 -4.8666e+00 -4.9999e+00 -7.4779e-01 -2.4883e+00 -1.7665e+00 -1.3740e+00 -2.1986e+00 +2.9981e+00 -3.9031e+00 -6.3638e-01 +3.7700e+00 +2.3573e-01 -9.8655e-01 +6.4489e-01
% function evaluation | noise-free fitness - Fopt (-4.190100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.722611688e+06 +8.722611688e+06 +8.722192678e+06 +8.722192678e+06 -2.6666e+00 -4.4871e+00 -2.4063e+00 +1.4545e+00 -4.7876e+00 +2.1687e+00 +3.6721e+00 -1.7633e+00 -6.6266e-01 +4.4151e+00 +1.5235e+00 +3.0337e+00 +4.9133e+00 +4.3287e+00 +3.8455e+00 +2.3217e+00 +2.0571e+00 -8.8322e-01 +1.6322e+00 -2.1942e+00
4 +4.062324652e+06 +4.062324652e+06 +4.061905642e+06 +4.061905642e+06 +2.3519e+00 +3.7486e+00 -4.4896e+00 -3.2420e+00 -4.4534e+00 -4.9077e+00 +1.8529e+00 -1.4149e+00 +1.2794e+00 -2.8773e+00 +5.9019e-01 -4.9638e+00 +2.2715e-01 +4.4260e+00 -2.2376e+00 +1.2389e+00 -4.1954e+00 +1.7535e+00 +2.7379e+00 +9.0804e-01
19 +3.382771016e+06 +3.382771016e+06 +3.382352006e+06 +3.382352006e+06 +4.6147e+00 -1.6910e+00 +2.6779e+00 -3.4608e+00 -4.9950e+00 +3.4374e-01 +3.7493e+00 -9.7091e-01 +2.5806e+00 -3.7821e+00 -2.9464e+00 -2.3080e+00 +6.2495e-01 +1.3112e+00 +3.6089e+00 +3.0314e+00 -3.1285e+00 -8.4405e-01 +9.5381e-01 +5.6221e-01
118 +1.822800145e+06 +1.822800145e+06 +1.822381135e+06 +1.822381135e+06 -2.3366e-01 -1.7389e+00 +4.6790e+00 -4.1408e+00 -7.4234e-01 -5.3591e-01 -8.6559e-01 -3.7053e+00 -3.5816e+00 -4.2550e+00 +2.2352e+00 -1.6805e+00 -2.7116e+00 +2.7553e+00 +2.7084e+00 -4.0545e-01 -4.6692e+00 +8.4176e-02 +3.4505e+00 +2.1505e-01
372 +1.417937687e+06 +1.417937687e+06 +1.417518677e+06 +1.417518677e+06 -2.6342e+00 -1.0381e+00 -2.6280e+00 +1.7986e+00 +1.2136e+00 +1.2859e+00 +1.9741e+00 -2.8289e+00 -2.8833e+00 -3.7909e+00 +5.0000e+00 +2.8696e+00 +2.1524e+00 -1.2476e+00 +6.1757e-01 -7.9988e-01 -3.8379e+00 -2.3228e-01 +3.0726e+00 +3.7429e-01
417 +8.785509907e+05 +8.785509907e+05 +8.781319807e+05 +8.781319807e+05 -1.9369e+00 -6.9455e-01 -1.9669e+00 +1.1225e+00 +2.7028e+00 +1.3406e+00 +9.2193e-01 -1.8873e+00 -1.1170e+00 -2.4779e+00 +4.0457e+00 +2.4814e+00 +0.0000e+00 +4.3745e-01 +1.4618e-01 -7.0875e-01 -4.3117e+00 -1.4959e-01 +2.7745e+00 -4.7793e-01
646 +5.410776565e+05 +5.410776565e+05 +5.406586465e+05 +5.406586465e+05 -5.9614e-01 -4.5742e+00 -3.1926e+00 -2.8594e+00 +5.9379e-01 +2.4046e+00 +2.8526e+00 -6.8259e-01 -8.5878e-01 -2.5873e+00 +1.9274e+00 +2.7634e-01 -2.1087e+00 +2.9943e-01 +1.2326e-01 +5.7371e-01 -3.4646e+00 +0.0000e+00 +3.1919e+00 -6.3984e-01
1011 +3.166966279e+05 +3.166966279e+05 +3.162776179e+05 +3.162776179e+05 +9.7970e-01 -1.7345e+00 -2.3600e+00 -4.8663e+00 +1.1151e+00 +2.5412e+00 +5.0000e+00 +2.2354e+00 -1.0078e+00 -3.0742e+00 +1.6597e+00 +1.4741e+00 -1.1949e+00 -3.4531e+00 +0.0000e+00 +9.5827e-01 -3.4434e+00 +5.6700e-01 +2.6601e+00 -5.6443e-01
1917 +2.194539417e+05 +2.194539417e+05 +2.190349317e+05 +2.190349317e+05 +1.9288e+00 -4.2369e+00 -2.5702e+00 -4.9228e+00 +4.3550e-01 +2.6336e+00 +1.7911e+00 +3.8093e-01 -4.4399e+00 -4.8178e+00 +4.1189e-01 +2.4031e+00 +1.8302e-01 -4.2931e+00 +1.2978e+00 +1.4737e+00 -3.4007e+00 -2.1782e-01 +2.5220e+00 -6.7850e-01
2235 +1.479612702e+05 +1.479612702e+05 +1.475422602e+05 +1.475422602e+05 +2.0008e+00 -1.2274e+00 -2.0906e+00 -2.2925e+00 +1.2330e+00 +3.3046e+00 +5.9564e-01 +1.6319e+00 -4.8965e+00 -4.5638e+00 +2.8588e+00 +2.3279e+00 -1.3828e+00 -4.9778e+00 +2.1348e+00 +2.4194e+00 -3.7981e+00 -2.0960e-01 +2.8387e+00 -5.7401e-01
2292 +9.490800379e+04 +9.490800379e+04 +9.448899379e+04 +9.448899379e+04 +2.4730e+00 +4.5228e-01 -2.4058e+00 +7.2031e-01 +7.0519e-01 +2.7883e+00 +5.2220e-01 -1.0315e+00 -3.9896e+00 -4.0983e+00 +2.5504e+00 +1.5503e+00 -2.2332e+00 -3.9842e+00 +1.5292e+00 +2.5437e+00 -3.7865e+00 +2.7290e-01 +2.5940e+00 -3.4201e-01
2671 +5.640171590e+04 +5.640171590e+04 +5.598270590e+04 +5.598270590e+04 +2.5966e+00 -9.2354e-01 -2.7088e+00 +6.9230e-01 +9.2751e-01 +1.7935e+00 +6.7348e-01 -1.2570e+00 -3.4938e+00 -3.5862e+00 +2.7606e+00 +5.8704e-01 -2.8523e+00 -3.7838e+00 +1.6377e+00 +2.7635e+00 -3.6752e+00 +1.3976e-01 +2.6287e+00 -3.9007e-01
3066 +3.371495506e+04 +3.371495506e+04 +3.329594506e+04 +3.329594506e+04 +3.3738e+00 -1.9339e+00 -2.8314e+00 +1.8312e+00 -2.7356e+00 +1.7489e+00 +2.8045e+00 -2.3126e-01 -3.6005e+00 -3.7038e+00 +3.4199e+00 +9.1939e-01 -2.7244e+00 -3.5273e+00 +1.7003e+00 +2.1823e+00 -3.5967e+00 +2.0213e-01 +2.7194e+00 -4.9513e-01
3143 +2.422799020e+04 +2.422799020e+04 +2.380898020e+04 +2.380898020e+04 +3.2889e+00 -2.4193e+00 -2.9420e+00 +3.8409e-01 -9.4542e-01 +1.5951e+00 +3.3979e+00 -3.9084e-01 -3.6155e+00 -3.5872e+00 +2.8795e+00 +3.8901e-01 -3.3207e+00 -3.1859e+00 +1.4924e+00 +2.0714e+00 -3.4807e+00 +1.3313e-01 +2.7881e+00 -4.1339e-01
3617 +1.357234047e+04 +1.357234047e+04 +1.315333047e+04 +1.315333047e+04 +3.1574e+00 -2.4156e+00 -2.8229e+00 +1.5106e+00 -8.2992e-01 +1.1524e+00 +2.8603e+00 -2.6078e-01 -3.9158e+00 -3.7343e+00 +2.4720e+00 +3.4918e-01 -3.2702e+00 -2.9582e+00 +1.7375e+00 +2.3634e+00 -3.3665e+00 +7.9661e-02 +2.7268e+00 -4.6623e-01
4033 +9.256555178e+03 +9.256555178e+03 +8.837545178e+03 +8.837545178e+03 +3.1083e+00 -2.2534e+00 -2.8907e+00 +2.1914e+00 -2.2324e+00 +1.8682e+00 +2.8310e+00 -3.8207e-01 -3.2850e+00 -3.7412e+00 +2.5675e+00 +4.3599e-01 -3.0041e+00 -3.2570e+00 +1.6776e+00 +2.2350e+00 -3.3221e+00 +4.5620e-02 +2.7465e+00 -4.4769e-01
4849 +6.147601265e+03 +6.147601265e+03 +5.728591265e+03 +5.728591265e+03 +3.1594e+00 -2.4818e+00 -2.8921e+00 +2.1237e+00 -1.9374e+00 +1.9349e+00 +2.3260e+00 -2.0035e-01 -2.4758e+00 -3.7431e+00 +2.3550e+00 +2.4339e-01 -2.8866e+00 -3.1349e+00 +1.6837e+00 +2.2123e+00 -3.3188e+00 +3.6611e-02 +2.7378e+00 -4.5744e-01
% function evaluation | noise-free fitness - Fopt (4.076100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.934594820e+07 +3.934594820e+07 +3.934635581e+07 +3.934635581e+07 +1.0578e+00 -2.1151e+00 +4.9576e+00 -1.3123e+00 -2.1851e+00 +2.3958e-01 +2.5211e+00 +4.7086e+00 -1.0691e+00 +2.2145e+00 -1.6818e+00 +4.0006e+00 -1.9667e+00 -4.2283e+00 -1.7112e-01 +4.0046e+00 -4.4099e+00 +1.2897e+00 +1.7078e-01 +2.3668e+00
2 +4.927637432e+06 +4.927637432e+06 +4.928045042e+06 +4.928045042e+06 -9.6567e-02 -1.4581e+00 -4.6318e-01 +1.4281e+00 +3.8374e+00 -4.8836e+00 -6.0018e-01 -2.7089e+00 -2.0305e+00 +2.0309e+00 +3.0741e+00 +4.9339e+00 -4.6457e+00 +3.8289e+00 -2.9385e+00 +2.8062e+00 -4.5367e+00 -4.5551e-01 -1.5407e+00 -3.3723e+00
64 +3.365200644e+06 +3.365200644e+06 +3.365608254e+06 +3.365608254e+06 -1.8653e-01 -4.0890e+00 -8.7942e-01 +1.4280e+00 -4.4124e+00 +8.5813e-01 +9.3286e-01 +1.8167e+00 +9.0216e-02 -2.1583e+00 -3.7447e+00 +6.9844e-01 -4.1551e+00 -4.3734e+00 -2.9920e+00 -1.8596e+00 -4.1420e-01 -3.7128e+00 -3.4615e+00 -3.3317e+00
129 +1.870646117e+06 +1.870646117e+06 +1.871053727e+06 +1.871053727e+06 -4.5435e+00 +2.6495e+00 +2.5568e+00 -4.6264e+00 +2.6987e+00 +1.0513e+00 -3.7010e+00 +2.3498e+00 +4.0655e+00 -3.4985e+00 -4.6478e-01 +3.3774e+00 -6.2977e-01 -3.6526e+00 -2.1772e+00 -6.7447e-01 -2.4451e-01 -4.0309e+00 -2.1812e+00 -2.8742e+00
332 +1.477483811e+06 +1.477483811e+06 +1.477891421e+06 +1.477891421e+06 +6.9278e-01 +2.1295e+00 -8.8328e-01 -4.9632e+00 +3.6647e+00 -3.0227e-02 +3.2545e+00 +9.4872e-01 -8.6768e-01 -1.9961e+00 -2.6653e+00 +5.0000e+00 +1.8891e-01 -2.7574e+00 -1.7177e+00 +2.2137e+00 -5.3496e-01 -3.1704e+00 -1.4834e+00 -2.4398e+00
466 +6.826250221e+05 +6.826250221e+05 +6.830326321e+05 +6.830326321e+05 -4.5377e+00 +5.0000e+00 +3.6045e+00 -3.0206e+00 +3.2332e+00 +1.1179e+00 -2.6726e+00 +1.9476e+00 +3.1728e-02 +0.0000e+00 -1.1646e+00 -1.5791e+00 +3.4420e-01 -1.4889e+00 +4.6377e-01 +2.9408e+00 -8.7139e-01 -3.8392e+00 -2.5420e+00 -2.6482e+00
838 +5.099358988e+05 +5.099358988e+05 +5.103435088e+05 +5.103435088e+05 -3.4280e+00 +4.8552e+00 +2.9995e+00 -3.8811e+00 +4.9939e+00 +7.8829e-01 +8.2295e-01 +2.2102e+00 +2.4919e-01 +9.1382e-01 -5.0000e+00 -1.9276e+00 -3.9401e+00 +2.3930e+00 +4.0729e-01 +4.4741e+00 -7.3019e-01 -2.7738e+00 -2.4725e+00 -2.5669e+00
1238 +3.789058799e+05 +3.789058799e+05 +3.793134899e+05 +3.793134899e+05 -4.1576e+00 +2.6989e+00 +1.5828e+00 +1.1836e-01 +3.4089e+00 +1.4553e+00 -5.3553e-01 -2.2299e+00 -1.4303e+00 +1.4118e+00 -2.5978e+00 -1.2671e+00 -3.1632e+00 +3.2180e+00 +1.2036e+00 +4.4368e+00 -1.1861e+00 -3.4938e+00 -2.2665e+00 -2.6803e+00
1695 +1.533105968e+05 +1.533105968e+05 +1.537182068e+05 +1.537182068e+05 -4.4436e+00 -4.2997e-01 +5.0658e-01 -2.0869e-01 +3.4352e+00 +1.8736e+00 -5.9107e-01 -2.3852e+00 -1.3327e+00 +2.7717e+00 -2.4215e+00 -1.4506e+00 -2.9733e+00 +1.9860e+00 +7.3187e-01 +3.8555e+00 +0.0000e+00 -3.3617e+00 -2.2363e+00 -3.0848e+00
2622 +9.127464180e+04 +9.127464180e+04 +9.168225180e+04 +9.168225180e+04 -4.6128e+00 -1.7310e+00 +3.9101e-01 -2.4957e-02 +2.7638e+00 +5.3053e-01 -2.6327e+00 -8.2139e-01 -1.2405e+00 +3.0854e+00 -2.0629e+00 -2.0420e+00 -5.0000e+00 +2.2039e+00 -4.3277e-01 +3.6707e+00 -2.6694e-01 -3.3902e+00 -2.2906e+00 -2.9375e+00
3163 +5.288823887e+04 +5.288823887e+04 +5.329584887e+04 +5.329584887e+04 -4.7841e+00 -2.3021e-01 -6.6666e-01 -1.0650e-02 +2.6844e+00 +1.2378e+00 -4.4483e+00 -1.5624e+00 -1.9291e+00 +2.1927e+00 +9.5524e-01 -1.2648e-01 -2.9473e+00 +2.2068e+00 -6.6163e-02 +3.7382e+00 -1.7785e-01 -3.4706e+00 -2.2978e+00 -3.0190e+00
3299 +3.806122675e+04 +3.806122675e+04 +3.846883675e+04 +3.846883675e+04 -4.5592e+00 -1.9634e+00 -5.9249e-01 -4.4866e-02 +2.5508e+00 +1.1709e+00 -3.6546e+00 -1.3988e+00 -1.9762e+00 +3.0297e+00 +2.1873e+00 -7.6282e-01 -2.9543e+00 +2.7158e+00 -1.6406e-01 +3.5340e+00 -4.2930e-01 -3.5179e+00 -2.2324e+00 -2.9365e+00
3607 +2.413073921e+04 +2.413073921e+04 +2.453834921e+04 +2.453834921e+04 -4.3493e+00 -2.4152e-01 -5.8645e-01 -8.7935e-02 +2.2900e+00 +9.6633e-01 -3.7208e+00 -1.7654e+00 -6.5043e-01 +2.9020e+00 +3.0880e+00 -1.4692e-01 -2.5937e+00 +2.9973e+00 -5.1785e-01 +3.5584e+00 -3.0132e-01 -3.6495e+00 -2.3555e+00 -2.9851e+00
3895 +1.550603449e+04 +1.550603449e+04 +1.591364449e+04 +1.591364449e+04 -4.6433e+00 -7.0801e-01 -2.6746e-01 -1.7900e-01 +2.8243e+00 +1.1343e+00 -5.0000e+00 -2.1471e+00 -1.6627e+00 +2.9734e+00 +3.5582e+00 -9.4999e-01 -2.6226e+00 +3.0124e+00 -6.1052e-01 +3.6202e+00 -2.1937e-01 -3.5706e+00 -2.2426e+00 -2.9966e+00
4458 +9.144182386e+03 +9.144182386e+03 +9.551792386e+03 +9.551792386e+03 -4.5661e+00 -8.5870e-01 -7.2604e-02 -1.6447e-01 +2.9727e+00 +1.0564e+00 -5.0000e+00 -2.7032e+00 -3.1543e-01 +2.9114e+00 +3.8176e+00 -1.3300e+00 -3.2376e+00 +2.9425e+00 -7.9798e-01 +3.5772e+00 -2.3295e-01 -3.5005e+00 -2.2510e+00 -2.9891e+00
4831 +5.049913935e+03 +5.049913935e+03 +5.457523935e+03 +5.457523935e+03 -4.6110e+00 -7.4696e-01 -3.1872e-02 -2.0125e-01 +2.9011e+00 +9.9521e-01 -5.0000e+00 -2.2960e+00 +4.0791e-01 +2.9452e+00 +3.6749e+00 -1.4147e+00 -3.2097e+00 +3.1673e+00 -8.1577e-01 +3.7121e+00 -2.0847e-01 -3.5686e+00 -2.2548e+00 -2.9970e+00
% function evaluation | noise-free fitness - Fopt (2.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.778518991e+07 +3.778518991e+07 +3.778521863e+07 +3.778521863e+07 -3.9279e+00 +7.7053e-01 +1.9980e+00 -3.6441e+00 -3.0264e+00 +2.5677e+00 -1.0515e+00 -1.5485e+00 +3.3067e+00 -1.0857e+00 -5.8450e-01 +4.5232e+00 +4.7537e+00 +4.8094e+00 +1.9741e+00 -6.6094e-02 -1.0039e-01 +2.4704e+00 +1.9662e+00 -4.8172e+00
4 +1.767642974e+07 +1.767642974e+07 +1.767645846e+07 +1.767645846e+07 -8.8580e-02 -3.5252e+00 -8.2586e-01 -1.4726e+00 -1.8338e+00 -2.5164e+00 +4.4326e+00 +2.5243e+00 -2.7895e+00 +4.0229e+00 -3.2027e+00 +4.4481e+00 -5.7093e-01 -4.6658e+00 -1.3879e+00 +4.9931e+00 -3.0541e+00 +2.2956e+00 -3.1456e+00 -3.0819e+00
10 +1.266171811e+07 +1.266171811e+07 +1.266174683e+07 +1.266174683e+07 +7.4194e-02 -1.9635e-01 -4.9704e+00 +9.5936e-01 -2.3018e+00 -2.7675e+00 -3.3486e+00 -4.1103e+00 +2.6708e+00 +2.2319e+00 +1.1305e-01 +1.5389e+00 +2.3432e+00 +1.2811e+00 -2.7329e+00 -4.8781e+00 -5.8660e-02 -4.0704e+00 +1.5756e+00 +1.5964e+00
21 +7.411612992e+06 +7.411612992e+06 +7.411641712e+06 +7.411641712e+06 +2.4565e+00 -9.4388e-01 +2.8958e+00 -2.0138e-01 -1.4819e+00 -4.9035e+00 +4.5469e+00 -2.5097e+00 +3.6449e+00 -3.4818e+00 -1.6059e-01 +2.9949e+00 +2.7155e+00 +3.2921e+00 -1.7715e+00 +2.3355e+00 -1.5751e+00 +1.9705e+00 -1.6954e+00 -6.6652e-01
27 +3.794565477e+06 +3.794565477e+06 +3.794594197e+06 +3.794594197e+06 -5.2945e-01 -8.3041e-01 +6.9746e-01 -7.8469e-01 -7.5711e-01 -2.5887e+00 +4.6748e+00 +3.1617e+00 -4.4223e+00 +2.8967e+00 +4.1076e-01 +1.6936e+00 +1.9347e+00 -4.3059e+00 +2.4874e+00 -1.9091e+00 -4.4991e+00 -1.2933e-01 -1.9386e+00 -8.1715e-01
37 +2.181850859e+06 +2.181850859e+06 +2.181879579e+06 +2.181879579e+06 -3.9105e+00 -4.3327e+00 +4.8787e+00 -3.8310e+00 -2.3684e+00 +4.4992e+00 -4.1349e+00 -1.4450e+00 -1.7672e-01 -4.9795e+00 +2.3175e+00 +4.5225e+00 -2.1785e-01 -3.9490e+00 +4.7016e+00 -1.5951e+00 -4.0110e+00 -2.6329e+00 -3.0496e+00 +3.6320e-01
300 +1.026211659e+06 +1.026211659e+06 +1.026240379e+06 +1.026240379e+06 +5.0000e+00 +2.2613e+00 +4.0089e+00 +1.9447e+00 -4.9710e-02 -2.1208e+00 +2.9600e+00 -3.6855e+00 +1.4397e+00 -2.3901e-01 -1.5718e+00 -2.2098e+00 -1.6693e+00 -1.9838e+00 +7.3095e-02 -1.0486e+00 -2.9393e+00 -3.7769e+00 -1.4903e+00 -2.4282e-01
592 +8.606098236e+05 +8.606098236e+05 +8.606385436e+05 +8.606385436e+05 +4.7048e+00 +2.9391e+00 +2.3797e+00 +3.6468e+00 +1.5929e-01 -9.1232e-01 +2.8177e+00 -2.5432e+00 -6.7486e-01 +8.5802e-01 -3.5905e+00 -2.3577e+00 +9.2607e-01 -3.3297e+00 +1.8735e+00 +1.9378e+00 -2.9427e+00 -2.4786e+00 -2.1218e+00 -3.9467e-01
1232 +4.249536980e+05 +4.249536980e+05 +4.249824180e+05 +4.249824180e+05 +2.7362e+00 -1.0132e-01 -3.5971e-01 +2.5863e+00 +3.3042e+00 -2.0825e+00 +6.2092e-01 -1.1890e+00 +5.0000e+00 -4.4578e+00 -2.5097e+00 -1.0428e+00 -2.3891e-01 +1.6685e+00 +2.9274e+00 -8.6474e-01 -3.5328e+00 -3.2734e+00 -1.8198e+00 +1.6619e-03
1409 +3.328614753e+05 +3.328614753e+05 +3.328901953e+05 +3.328901953e+05 +2.8992e+00 +7.3503e-01 -7.3232e-01 +1.4629e+00 +2.9885e+00 -2.2336e+00 -1.9119e+00 -1.2296e+00 +4.9587e+00 -4.7585e+00 -2.9879e+00 -1.2893e+00 -6.9813e-01 +4.4918e+00 +2.8960e+00 +1.7856e-01 -3.3876e+00 -3.8019e+00 -1.8126e+00 -3.9267e-01
1764 +2.026251939e+05 +2.026251939e+05 +2.026539139e+05 +2.026539139e+05 +2.8347e+00 -1.3100e+00 -7.5963e-01 +2.3628e+00 +2.6323e+00 +0.0000e+00 -3.1972e+00 -1.8404e+00 +4.2712e+00 -2.7196e+00 -2.9948e+00 -1.4543e+00 -8.0523e-01 +4.5702e+00 +1.0735e+00 +6.1028e-01 -3.4587e+00 -3.3728e+00 -1.8783e+00 -1.8351e-01
2377 +1.581549538e+05 +1.581549538e+05 +1.581836738e+05 +1.581836738e+05 +1.7633e+00 +0.0000e+00 -8.2569e-01 +2.0217e+00 -1.1105e+00 -1.1403e-01 +7.3854e-01 -1.3147e+00 +4.7603e+00 -3.2311e-01 -2.9821e+00 -3.4505e+00 +3.5729e+00 +3.1146e+00 +1.7922e+00 +2.9276e-01 -3.0742e+00 -3.3807e+00 -1.7915e+00 -2.2090e-01
3277 +9.018176265e+04 +9.018176265e+04 +9.021048265e+04 +9.021048265e+04 +5.5241e-01 -1.4102e+00 +1.0012e+00 +2.2367e+00 +2.5832e+00 +2.6278e+00 +1.2396e+00 -2.0883e+00 +4.1798e+00 +4.3453e+00 +1.5787e-01 -5.7857e-01 +1.6472e+00 +3.4819e+00 +1.4066e+00 +8.2192e-01 -3.2640e+00 -3.4005e+00 -1.9552e+00 -2.8090e-01
3615 +6.267385917e+04 +6.267385917e+04 +6.270257917e+04 +6.270257917e+04 +8.1488e-01 -1.0685e-02 +1.8442e+00 +2.0113e+00 +5.0000e+00 +3.4732e+00 +8.8490e-01 -3.9048e+00 +4.1371e+00 +1.6848e+00 +7.5816e-01 -1.8523e-01 +1.1667e+00 +3.1300e+00 +1.9829e+00 +8.9951e-01 -3.3170e+00 -3.4019e+00 -2.0791e+00 -2.9912e-01
3876 +3.836810998e+04 +3.836810998e+04 +3.839682998e+04 +3.839682998e+04 +9.3646e-01 -1.1607e+00 +1.0903e+00 +2.0315e+00 +3.9614e+00 +5.0000e+00 +9.7616e-01 -3.6422e+00 +4.2008e+00 -1.1492e+00 +1.8551e-01 -9.1819e-01 +2.7346e+00 +3.5085e+00 +1.8268e+00 +1.0250e+00 -3.3656e+00 -3.2336e+00 -2.0817e+00 -2.3003e-01
4233 +2.281890117e+04 +2.281890117e+04 +2.284762117e+04 +2.284762117e+04 +8.2422e-01 -7.5022e-01 +2.4332e-01 +2.6610e+00 +4.6625e+00 +4.4672e+00 +6.6123e-01 -2.9906e+00 +4.0601e+00 -2.7339e+00 +1.7247e+00 -6.1867e-01 +3.0459e+00 +3.5517e+00 +1.8612e+00 +6.7144e-01 -3.3737e+00 -3.3594e+00 -2.2007e+00 -2.1280e-01
4478 +1.435355878e+04 +1.435355878e+04 +1.438227878e+04 +1.438227878e+04 +9.6506e-01 -1.1681e+00 -4.6507e-02 +2.3238e+00 +4.7230e+00 +4.6555e+00 +5.3466e-01 -1.0545e+00 +3.6666e+00 -3.9780e+00 +2.1176e+00 -8.1892e-01 +2.7745e+00 +3.4966e+00 +1.8528e+00 +6.9274e-01 -3.2945e+00 -3.2724e+00 -2.1315e+00 -2.9261e-01
4626 +8.863813635e+03 +8.863813635e+03 +8.892533635e+03 +8.892533635e+03 +9.5806e-01 -9.5178e-01 +3.7898e-01 +2.4308e+00 +4.7441e+00 +4.5191e+00 +5.3203e-01 -3.7384e-01 +3.6808e+00 -3.9547e+00 +2.6386e+00 -6.0427e-01 +2.7730e+00 +3.5040e+00 +1.8626e+00 +6.9351e-01 -3.3083e+00 -3.3662e+00 -2.1175e+00 -2.3900e-01
4970 +6.270126100e+03 +6.270126100e+03 +6.298846100e+03 +6.298846100e+03 +9.2681e-01 -1.1177e+00 -1.6629e-01 +2.2939e+00 +4.5247e+00 +4.5163e+00 +7.0086e-01 +4.2569e-01 +3.6626e+00 -3.8947e+00 +2.5588e+00 -2.0783e-01 +2.7240e+00 +3.4056e+00 +1.9073e+00 +6.6656e-01 -3.2776e+00 -3.3089e+00 -2.0872e+00 -2.3304e-01
