% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.960599430e+04 +7.960599430e+04 +7.975514430e+04 +7.975514430e+04 +3.3129e+00 -1.0922e-01 +3.5135e+00 -3.8194e-01 +1.0332e+00
3 +5.351837854e+04 +5.351837854e+04 +5.366752854e+04 +5.366752854e+04 +2.0016e+00 -4.9890e+00 +1.2706e+00 -2.8999e+00 -2.7624e+00
11 +2.098912443e+04 +2.098912443e+04 +2.113827443e+04 +2.113827443e+04 -4.9827e+00 +6.0970e-01 -1.9572e+00 +2.6235e+00 +1.4457e+00
13 +1.304233832e+04 +1.304233832e+04 +1.319148832e+04 +1.319148832e+04 -3.2087e+00 +1.3005e+00 -3.1800e+00 +1.5393e+00 +1.4270e+00
15 +8.341989452e+03 +8.341989452e+03 +8.491139452e+03 +8.491139452e+03 -3.3505e+00 -1.1342e+00 -2.3195e+00 +4.3303e+00 +1.0885e+00
27 +5.566080497e+03 +5.566080497e+03 +5.715230497e+03 +5.715230497e+03 -2.1517e+00 -3.9001e+00 +2.9664e-01 +5.1288e-01 -2.3760e-01
52 +2.645487152e+03 +2.645487152e+03 +2.794637152e+03 +2.794637152e+03 -2.0191e+00 -1.4617e+00 -9.9054e-01 +2.2614e+00 +3.0884e+00
176 +2.271531576e+03 +2.271531576e+03 +2.420681576e+03 +2.420681576e+03 -1.6245e+00 -1.2025e+00 +1.1215e-02 +9.2908e-01 +8.4212e-01
248 +1.092837659e+03 +1.092837659e+03 +1.241987659e+03 +1.241987659e+03 +3.0272e-01 -2.4561e-01 -2.0126e+00 +3.4970e+00 +1.6686e+00
268 +3.373985985e+02 +3.373985985e+02 +4.865485985e+02 +4.865485985e+02 -8.6282e-01 -2.1857e+00 -6.3093e-01 +2.5524e+00 -7.6325e-01
619 +2.042524163e+02 +2.042524163e+02 +3.534024163e+02 +3.534024163e+02 -1.7328e+00 -1.8424e+00 -1.2928e+00 +1.8418e+00 -2.9085e+00
1011 +1.165076521e+02 +1.165076521e+02 +2.656576521e+02 +2.656576521e+02 -8.0865e-01 -1.9349e+00 -1.2975e+00 +1.4130e+00 -3.0904e+00
1035 +6.073794953e+01 +6.073794953e+01 +2.098879495e+02 +2.098879495e+02 -1.5750e+00 -9.8055e-01 -1.1217e+00 +4.9738e-01 -3.0547e+00
1441 +1.642914249e+01 +1.642914249e+01 +1.655791425e+02 +1.655791425e+02 -7.5500e-01 -1.0816e+00 -1.1138e+00 +6.9310e-01 -3.8159e+00
1642 +1.179328582e+01 +1.179328582e+01 +1.609432858e+02 +1.609432858e+02 -5.1470e-01 -1.0810e+00 -8.0925e-01 +7.0395e-01 -3.4862e+00
2041 +9.058209199e+00 +9.058209199e+00 +1.582082092e+02 +1.582082092e+02 -3.0930e-01 -7.3404e-01 -7.9548e-01 +7.7648e-01 -3.7922e+00
2436 +5.657289519e+00 +5.657289519e+00 +1.548072895e+02 +1.548072895e+02 -4.6726e-01 -1.0332e+00 -9.8714e-01 +9.3374e-01 -3.6267e+00
2844 +3.653836684e+00 +3.653836684e+00 +1.528038367e+02 +1.528038367e+02 -6.0979e-01 -1.1838e+00 -1.0194e+00 +8.8571e-01 -3.7434e+00
4206 +2.499710077e+00 +2.499710077e+00 +1.516497101e+02 +1.516497101e+02 -5.1145e-01 -1.0694e+00 -8.8475e-01 +8.6043e-01 -3.7376e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.398354140e+04 +3.398354140e+04 +3.298354140e+04 +3.298354140e+04 -3.3238e+00 -3.8523e+00 -2.5713e-01 -2.1515e+00 +2.7322e+00
14 +7.501332227e+03 +7.501332227e+03 +6.501332227e+03 +6.501332227e+03 -2.1353e+00 +8.1368e-01 -2.5576e+00 -4.1403e-01 +3.3242e+00
71 +1.393120246e+03 +1.393120246e+03 +3.931202458e+02 +3.931202458e+02 -4.2858e+00 +6.0317e-01 -7.8346e-01 -4.2303e+00 -3.9588e-01
75 +9.893102686e+02 +9.893102686e+02 -1.068973138e+01 -1.068973138e+01 -4.7690e+00 +5.9222e-01 +1.8381e+00 -3.2463e+00 -4.1324e+00
237 +4.617119087e+02 +4.617119087e+02 -5.382880913e+02 -5.382880913e+02 -5.0000e+00 +8.5883e-01 -2.1817e-01 -1.3528e+00 -1.0795e-01
239 +2.757136503e+02 +2.757136503e+02 -7.242863497e+02 -7.242863497e+02 -5.0000e+00 +8.4124e-01 +4.0153e-01 -1.7773e+00 -1.2764e+00
875 +1.952370107e+02 +1.952370107e+02 -8.047629893e+02 -8.047629893e+02 -4.8632e+00 +1.0895e+00 +4.9489e-01 -1.5266e+00 -1.6853e+00
1033 +9.282141428e+01 +9.282141428e+01 -9.071785857e+02 -9.071785857e+02 -4.6531e+00 +1.0245e+00 +1.1429e+00 -1.2899e+00 -1.1850e+00
1580 +5.643111958e+01 +5.643111958e+01 -9.435688804e+02 -9.435688804e+02 -4.9648e+00 +1.3893e+00 +1.9446e+00 -2.5312e-01 +1.5928e+00
2031 +9.507985733e+00 +9.507985733e+00 -9.904920143e+02 -9.904920143e+02 -4.8865e+00 +1.2656e+00 +1.8717e+00 -6.1734e-01 +6.4044e-01
3407 +6.139732137e+00 +6.139732137e+00 -9.938602679e+02 -9.938602679e+02 -4.8628e+00 +1.2798e+00 +1.7806e+00 -1.0013e+00 -5.4449e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.782501489e+05 +3.782501489e+05 +3.783487689e+05 +3.783487689e+05 -7.9567e-01 +3.0293e+00 +1.8392e+00 +4.4188e+00 +3.3639e+00
3 +1.591075328e+05 +1.591075328e+05 +1.592061528e+05 +1.592061528e+05 +4.4762e+00 +2.4372e+00 +3.4479e+00 -2.2540e+00 +2.7568e+00
5 +6.246943415e+04 +6.246943415e+04 +6.256805415e+04 +6.256805415e+04 +1.9249e+00 -2.0652e-01 +1.5390e+00 +1.4242e+00 +3.4462e-01
6 +1.385389392e+04 +1.385389392e+04 +1.395251392e+04 +1.395251392e+04 +1.5319e+00 -2.7586e+00 +1.6106e+00 -3.6565e+00 -3.0911e-01
26 +3.923990090e+03 +3.923990090e+03 +4.022610090e+03 +4.022610090e+03 -2.4830e-01 -4.1326e+00 +1.9156e+00 -3.4512e+00 +2.7005e+00
47 +1.551666475e+03 +1.551666475e+03 +1.650286475e+03 +1.650286475e+03 -1.8884e+00 -2.9461e-01 +2.9226e+00 -1.8520e+00 -9.7264e-01
168 +2.294560353e+02 +2.294560353e+02 +3.280760353e+02 +3.280760353e+02 -2.7428e+00 -1.3727e+00 +2.1845e+00 -2.6344e+00 -1.2344e+00
959 +1.442721597e+02 +1.442721597e+02 +2.428921597e+02 +2.428921597e+02 -9.4354e-01 -2.0051e+00 +1.0459e+00 -2.2362e+00 +4.2957e-01
1351 +4.676981750e+01 +4.676981750e+01 +1.453898175e+02 +1.453898175e+02 -7.7749e-01 -1.0668e+00 +2.2130e+00 -3.1668e+00 +0.0000e+00
1549 +1.636014759e+01 +1.636014759e+01 +1.149801476e+02 +1.149801476e+02 -1.0099e+00 -1.3681e+00 +2.1286e+00 -2.7940e+00 +4.5470e-01
2243 +1.444316974e+01 +1.444316974e+01 +1.130631697e+02 +1.130631697e+02 -1.2963e+00 -1.8184e+00 +1.6780e+00 -3.1059e+00 -3.8773e-01
2972 +9.067235115e+00 +9.067235115e+00 +1.076872351e+02 +1.076872351e+02 -1.6185e+00 -2.0735e+00 +1.5853e+00 -3.0413e+00 +7.6464e-02
3017 +6.055226169e+00 +6.055226169e+00 +1.046752262e+02 +1.046752262e+02 -1.6580e+00 -2.1320e+00 +1.5873e+00 -3.2533e+00 -1.2880e-01
3442 +1.897418594e+00 +1.897418594e+00 +1.005174186e+02 +1.005174186e+02 -1.0044e+00 -1.5488e+00 +1.8549e+00 -3.0638e+00 -1.9689e-02
4032 +1.328408785e+00 +1.328408785e+00 +9.994840878e+01 +9.994840878e+01 -9.7584e-01 -1.4589e+00 +1.8784e+00 -3.0048e+00 -1.9870e-02
4545 +9.357127155e-01 +9.357127155e-01 +9.955571272e+01 +9.955571272e+01 -9.5326e-01 -1.4224e+00 +1.9957e+00 -2.9375e+00 -6.7574e-05
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.484002047e+04 +3.484002047e+04 +3.479287047e+04 +3.479287047e+04 +8.1265e-02 +2.4265e+00 +8.9256e-01 -1.2180e+00 -4.3708e+00
6 +8.715341740e+02 +8.715341740e+02 +8.243841740e+02 +8.243841740e+02 +3.7322e-01 -1.5525e+00 -1.8837e+00 -2.7114e+00 -1.1819e+00
298 +1.950475588e+02 +1.950475588e+02 +1.478975588e+02 +1.478975588e+02 -1.2722e+00 -1.5194e+00 -2.5603e+00 -4.4112e+00 +6.4170e-01
805 +1.134931877e+02 +1.134931877e+02 +6.634318774e+01 +6.634318774e+01 -1.5833e+00 -1.3173e+00 -2.2029e+00 -2.3845e+00 +6.0937e-01
1032 +6.064777816e+01 +6.064777816e+01 +1.349777816e+01 +1.349777816e+01 -1.6102e+00 -1.1519e+00 -1.2861e+00 -2.6706e+00 +0.0000e+00
1656 +3.653446083e+01 +3.653446083e+01 -1.061553917e+01 -1.061553917e+01 -1.7630e+00 -1.1577e+00 -2.0123e+00 -3.5129e+00 -3.5086e-01
2015 +7.126948596e+00 +7.126948596e+00 -4.002305140e+01 -4.002305140e+01 -2.1554e+00 -1.0409e+00 -1.6272e+00 -2.9335e+00 -9.2607e-02
2815 +6.281117323e+00 +6.281117323e+00 -4.086888268e+01 -4.086888268e+01 -2.2077e+00 -1.0689e+00 -1.6892e+00 -2.9255e+00 -2.3979e-01
3964 +1.449015462e+00 +1.449015462e+00 -4.570098454e+01 -4.570098454e+01 -3.9107e-01 -9.5923e-01 -1.5349e+00 -2.9339e+00 -2.0233e-01
4226 +9.477870785e-01 +9.477870785e-01 -4.620221292e+01 -4.620221292e+01 -4.7261e-01 -1.0023e+00 -1.5527e+00 -2.8977e+00 -2.1850e-01
4803 +6.276175069e-01 +6.276175069e-01 -4.652238249e+01 -4.652238249e+01 -4.4357e-01 -1.0257e+00 -1.5759e+00 -2.9251e+00 -2.3481e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.940161250e+04 +6.940161250e+04 +6.943913250e+04 +6.943913250e+04 -2.3527e+00 +9.1261e-01 -2.0199e+00 -9.4052e-02 +8.3309e-01
2 +4.247995602e+04 +4.247995602e+04 +4.251747602e+04 +4.251747602e+04 +9.8517e-01 +8.0436e-01 +1.7601e-01 -4.7763e+00 -4.0826e+00
5 +3.229967282e+04 +3.229967282e+04 +3.233719282e+04 +3.233719282e+04 -1.1659e+00 -4.7225e+00 +2.2641e+00 +1.3941e+00 +1.9841e+00
9 +6.015380476e+03 +6.015380476e+03 +6.052900476e+03 +6.052900476e+03 +2.8352e+00 -7.2405e-01 +1.8641e-01 -1.1289e+00 +3.6801e-01
65 +7.456186704e+02 +7.456186704e+02 +7.831386704e+02 +7.831386704e+02 +2.4223e+00 -1.6485e+00 +1.3172e+00 -8.8669e-01 +4.0005e+00
244 +6.218500727e+02 +6.218500727e+02 +6.593700727e+02 +6.593700727e+02 +1.1994e+00 -3.2223e+00 +3.2566e+00 -1.4371e+00 +5.0000e+00
427 +2.652263414e+02 +2.652263414e+02 +3.027463414e+02 +3.027463414e+02 +1.9534e+00 -2.1782e+00 +1.0905e+00 -1.8149e+00 +2.9113e+00
760 +1.681090449e+02 +1.681090449e+02 +2.056290449e+02 +2.056290449e+02 +2.1477e+00 -2.5963e+00 +2.7993e+00 -1.8331e+00 +3.4341e+00
931 +9.532300765e+01 +9.532300765e+01 +1.328430076e+02 +1.328430076e+02 +1.1466e+00 -2.4425e+00 +1.8974e+00 -2.4164e+00 +2.8170e+00
1206 +3.907208698e+01 +3.907208698e+01 +7.659208698e+01 +7.659208698e+01 +8.8203e-01 -2.3893e+00 +2.6810e+00 -2.1407e+00 +2.2888e+00
1638 +2.017421903e+01 +2.017421903e+01 +5.769421903e+01 +5.769421903e+01 +5.7617e-01 -2.1969e+00 +2.4459e+00 -2.2026e+00 +1.6824e+00
2461 +1.172620202e+01 +1.172620202e+01 +4.924620202e+01 +4.924620202e+01 +2.3823e+00 -2.2452e+00 +2.7093e+00 -1.7778e+00 +2.3194e+00
2531 +6.763286328e+00 +6.763286328e+00 +4.428328633e+01 +4.428328633e+01 +2.1854e+00 -2.5537e+00 +2.1061e+00 -2.2723e+00 +2.1793e+00
2550 +5.607664053e+00 +5.607664053e+00 +4.312766405e+01 +4.312766405e+01 +2.4044e+00 -2.3401e+00 +2.3235e+00 -2.3047e+00 +2.0047e+00
3176 +1.508140808e+00 +1.508140808e+00 +3.902814081e+01 +3.902814081e+01 +2.3453e+00 -2.2933e+00 +2.3786e+00 -2.2450e+00 +2.0866e+00
